Book Name;Quote
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Existe algo parecido com um interruptor dentro de nós, que mata o indivíduo em favor do coletivo, quando as pessoas se envolvem em danças comunais, rebeliões em massa ou guerras. Sua disposição passa a ser a do rebanho. Você é parte do que Elias Canetti chama de multidão rítmica e pulsante.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Uma das máximas da vida: não há estabilidade sem volatilidade.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);As pessoas têm dificuldade de perceber que a solução é construir um sistema em que a queda de alguém não consiga arrastar os outros para o buraco — pois as falhas contínuas trabalham para preservar o sistema. Paradoxalmente, muitas intervenções governamentais e muitas políticas sociais acabam prejudicando os mais fracos e consolidando o estabelecido.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);É difícil explicar para pessoas ingênuas, orientadas por dados, que o risco está no futuro, não no passado.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Não se pode afirmar com nenhuma segurança que determinado evento remoto ou impacto seja mais provável do que outro (a menos que você goste de enganar a si mesmo), mas é possível afirmar, com muito mais confiança, que um objeto ou uma estrutura é mais frágil do que outro se determinado evento acontecer
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Apenas sistemas complexos podem apresentar a antifragilidade?
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"É muito mais fácil descobrir se algo é frágil do que prever a ocorrência de um evento capaz de prejudicá-lo. A fragilidade pode ser medida; o risco, não"
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Assim como pequenos incêndios aqui e acolá eliminam o material inflamável de uma floresta, alguns danos aqui e acolá em uma economia eliminam as empresas vulneráveis suficientemente cedo, permitindo que elas “fracassem logo” (de modo que possam reerguer-se) e que os danos permanentes ao sistema sejam minimizados.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);“necessidade é realmente a mãe da invenção”. Muitos, como o grande estadista romano Catão, o Censor, consideraram o conforto, quase todas as formas de conforto, um caminho para o desperdício.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"No mundo complexo, a noção de “causa”, em si mesma, é suspeita; é quase impossível de detectar ou não se é suficientemente definida — outra razão para ignorar os jornais, com seu constante fornecimento de causas para as coisas."
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Dada a inatingibilidade da robustez perfeita, precisamos de um mecanismo pelo qual o sistema se regenere continuamente, valendo-se de acontecimentos aleatórios, impactos imprevisíveis, agentes estressores e volatilidade, em vez de sofrer com eles.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);manutenção contínua. Autorreparação. Odeia a aleatoriedade. Adora a aleatoriedade (pequenas variações). Não há necessidade de recuperação. Necessidade de recuperação entre os estressores. Pouca ou nenhuma interdependência. Alto grau de interdependência. Agentes estressores causam fadiga do material. Ausência de agentes estressores causam atrofia. Envelhece com o uso (desgaste). Envelhece com a falta de uso.* Subcompensação com impactos. Sobrecompensação
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);quando o mercado atinge uma “nova baixa”, ou seja, cai para um nível não observado há muito tempo, há “muito sangue” por vir, e as pessoas sairão correndo. Alguns indivíduos desacostumados a perder dinheiro terão um grande prejuízo e entrarão em desespero. Se tal baixa de mercado não tiver sido observada há muitos anos, digamos, dois anos, será chamada de “uma baixa de dois anos” e causará mais estragos do que uma baixa de um ano. Não é à toa que eles chamam isso de “limpeza”, tirando as “mãos fracas” do caminho. A “mão fraca” remete, claramente, a alguém que é frágil, mas não tem consciência disso e está se deixando embalar por uma falsa sensação de segurança.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"quase sempre conseguiremos detectar a antifragilidade (e a fragilidade) usando um teste simples de assimetria: tudo o que surgir a partir de eventos aleatórios (ou de certos impactos) e que apresentar mais vantagens do que desvantagens será antifrágil; o inverso será frágil."
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);se você estiver vivo —, algo profundo em sua alma apreciará certa dose de aleatoriedade e desordem. Há um sentimento de excitação associado à aleatoriedade.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"Para ser franco, seleciono a escrita dos trechos deste livro por meio da procrastinação. Se adio a escrita de uma seção, ela deve ser eliminada. Isso é ética pura: por que eu deveria querer iludir as pessoas escrevendo sobre um assunto que não me desperta qualquer motivação natural?b Usando meu raciocínio ecológico, uma pessoa que posterga não é irracional; o ambiente é que é irracional. E o psicólogo ou o economista que a considera irracional é aquele que está além do irracional. Na verdade, nós, seres humanos, somos muito ruins ao filtrar informações, principalmente as de curto prazo, e a procrastinação pode ser uma maneira de filtrar melhor, de resistir às consequências de ignorar as informações, como discutiremos a seguir."
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);é muito mais fácil entender se algo é prejudicado pela volatilidade — e, portanto, frágil — do que tentar prever acontecimentos prejudiciais,
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);E a antifragilidade deriva — de certa forma — dessa definição explícita de fragilidade. Ela aprecia a volatilidade et al. Ela também aprecia o tempo. E há uma ligação poderosa e positiva com a não linearidade: tudo que é não linear em sua resposta é frágil ou antifrágil diante de determinada fonte de aleatoriedade.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A natureza aprecia os pequenos erros (sem os quais as variações genéticas seriam impossíveis), os seres humanos não — portanto, ao confiar no julgamento humano, você está à mercê de um viés mental que desfavorece a antifragilidade
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A distinção entre sistemas complexos e não complexos é mais eficaz.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"É muito mais fácil descobrir se algo é frágil do que prever a ocorrência de um evento capaz de prejudicá-lo. A fragilidade pode ser medida; o risco"
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);É muito mais fácil vender “Olha o que fiz por você” do que “Olha o que evitei por você”. E é evidente que um sistema de bônus baseado no “desempenho” agrava o problema. Mergulhei na história para encontrar heróis reconhecidos por aquilo que não fizeram, mas é difícil observar a não ação (não consegui encontrar nenhum). O médico que se recusa a fazer uma cirurgia de coluna (uma cirurgia caríssima), dando ao paciente a chance de se curar sozinho, não será recompensado e julgado tão favoravelmente quanto o médico que faz com que a cirurgia pareça indispensável, e que, em seguida, tranquiliza o paciente enquanto o expõe aos riscos operatórios, ao mesmo tempo que aufere grandes recompensas financeiras pessoais. Esse último médico acabará circulando em um Rolls-Royce cor-de-rosa. Muitas vezes, o gerente que evita um prejuízo não será recompensado.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);alguma forma, é apenas quando não nos preocupamos com nossa reputação que tendemos a ser bem-vistos. Assim como nos assuntos relacionados à sedução, as pessoas emprestam mais àqueles que menos precisam.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Quando uma moeda nunca varia, um ligeiro movimento faz com que as pessoas acreditem que o mundo está acabando. Uma dose de confusão estabiliza o sistema
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Seria possivel ativar esse mecanismo para uma empresa?
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"Além disso, a redundância não é necessariamente fraca; ela pode ser extremamente agressiva. Por exemplo, se você tiver um estoque extra de, digamos, fertilizantes no armazém, apenas para se sentir seguro, e passar a haver uma falta do produto no mercado por conta de problemas na China, é possível vender seu excesso de estoque a um preço elevado"
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A antifragilidade tem uma propriedade singular de nos capacitar a lidar com o desconhecido, de fazer as coisas sem compreendê-las — e fazê-las bem. Permita-me ser mais incisivo: somos muito melhores agindo do que pensando, graças à antifragilidade.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A vida é muito mais labiríntica do que lembramos em nossa memória — nossa mente está ocupada em transformar a história em algo suave e linear, o que nos faz subestimar a aleatoriedade. No entanto, quando a identificamos, temos medo e reagimos de forma exagerada.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Covid19 - Pessoal brigando por pael higiênico 
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Se você testemunhar uma fraude e não denunciá-la, você é uma fraude.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Seria possivel antifragilidade em sistemas mecanicos?
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"Com poucas exceções, aqueles que se vestem de maneira não convencional são robustos ou, até mesmo, antifrágeis quanto à sua reputação; esses tipos barbeados que se vestem de terno e gravata são frágeis quanto às informações a seu respeito."
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A antifragilidade tem uma propriedade singular de nos capacitar a lidar com o desconhecido, de fazer as coisas sem compreendê-las — e fazê-las bem.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Essa é a tragédia da modernidade: assim como os pais neuroticamente superprotetores, aqueles que estão tentando ajudar são, muitas vezes, os que mais nos prejudicam. Se quase tudo aquilo que vem de cima para baixo fragiliza e bloqueia a antifragilidade e o crescimento, tudo que vai de baixo para cima prospera sob a quantidade certa de tensão e desordem. O processo de descoberta (ou de inovação, ou de progresso tecnológico) em si depende de ajustes antifrágeis e da assunção agressiva de riscos, mais do que da educação formal.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);teorias, embora excessivamente propagandeadas, não são confiáveis para a tomada de decisão — fora da física.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A antifragilidade tem uma propriedade singular de nos capacitar a lidar com o desconhecido, de fazer as coisas sem compreendê-las — e fazê-las bem. Permita-me ser mais incisivo: somos muito melhores
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);precisamente isto: ofendem a antifragilidade dos sistemas. Essa é a tragédia da modernidade: assim como os pais neuroticamente superprotetores, aqueles que estão tentando ajudar são, muitas vezes, os que mais nos prejudicam. Se quase tudo aquilo que vem de cima para baixo fragiliza e bloqueia a antifragilidade e o crescimento, tudo que vai de baixo para cima prospera sob a quantidade certa de tensão e desordem. O processo de descoberta (ou de inovação, ou de progresso tecnológico) em si depende de ajustes antifrágeis e da assunção agressiva de riscos, mais do que da educação formal.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);teorias, embora excessivamente propagandeadas, não são confiáveis para a tomada de decisão — fora da física.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);pois os desvios são mais prejudiciais do que úteis. É por isso que o frágil precisa ser muito preditivo em sua abordagem, e, inversamente, os sistemas preditivos causam fragilidade. Quando você quer desvios, e não se preocupa com a possível dispersão de resultados que o futuro pode trazer, já que a maioria será útil, você é antifrágil.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);A maioria dos seres humanos consegue desperdiçar seu tempo livre, pois esse tempo livre os torna disfuncionais, preguiçosos e desmotivados — quanto mais ocupados ficam, mais se mostram ativos em outras tarefas
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Há um elemento mistificador associado ao intervencionismo, que fica cada vez pregnante em uma sociedade profissionalizada. É muito mais fácil vender “Olha o que fiz por você” do que “Olha o que evitei por você”. E é evidente que um sistema de bônus baseado no “desempenho” agrava o problema. Mergulhei na história para encontrar heróis reconhecidos por aquilo que não fizeram, mas é difícil observar a não ação (não consegui encontrar nenhum). O médico que se recusa a fazer uma cirurgia de coluna (uma cirurgia caríssima), dando ao paciente a chance de se curar sozinho, não será recompensado e julgado tão favoravelmente quanto o médico que faz com que a cirurgia pareça indispensável, e que, em seguida, tranquiliza o paciente enquanto o expõe aos riscos operatórios, ao mesmo tempo que aufere grandes recompensas financeiras pessoais. Esse último médico acabará circulando em um Rolls-Royce cor-de-rosa. Muitas vezes, o gerente que evita um prejuízo não será recompensado.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Para ser franco, seleciono a escrita dos trechos deste livro por meio da procrastinação. Se adio a escrita de uma seção, ela deve ser eliminada. Isso é ética pura: por que eu deveria querer iludir as pessoas escrevendo sobre um assunto que não me desperta qualquer motivação natural?
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);o ruído produzido pela pessoa é inverso à ordem hierárquica:
O manuscrito original (Hill, Napoleon);Até selecionar um objetivo definido de vida, um homem dissipa suas energias e espalha seus pensamentos em tantos assuntos e tantas direções diferentes que isso leva não ao poder, mas à indecisão e fraqueza.
O manuscrito original (Hill, Napoleon);Vocês se doarão mentalmente, em solidariedade e apreço aos problemas dos homens sob seu comando. A mãe de um faleceu, e o outro perdeu todas as economias na falência de um banco. Eles podem desejar ajuda, mas, mais do que qualquer outra coisa, desejarão solidariedade. Não cometam o erro de rechaçar um desses homens dizendo vocês têm seus próprios problemas, pois, a cada vez que fizerem isso, vocês arrancarão uma pedra da fundação das suas casas.
O manuscrito original (Hill, Napoleon);“fachada” criada principalmente por boas roupas. É verdade que pode ter havido certa capacidade por trás das roupas, mas muitos milhões de homens têm capacidade e mais nada, e nunca se ouve falar deles fora da comunidade limitada em que vivem. Esta é uma verdade deveras triste!
O manuscrito original (Hill, Napoleon);É melhor fazer algo e fazer a coisa errada do que hesitar, ficar dando voltas atrás da coisa certa e acabar não fazendo nada.
O manuscrito original (Hill, Napoleon);Homens que controlam a si mesmos geralmente são chefes, não importa qual seja o trabalho!
O manuscrito original (Hill, Napoleon);Grandes potenciais em descobrir verdades ocultas
O manuscrito original (Hill, Napoleon);Benefícios COlaterais de um objetivo defino 
O manuscrito original (Hill, Napoleon);Bom exemplo de pensamento de segunda ordem - muito citado por munger
O manuscrito original (Hill, Napoleon);Todo mundo odeia gente aproveitadora. Quando um de seus homens tiver realizado um trabalho especialmente digno de crédito, certifiquem-se de que ele receba a recompensa apropriada. Movam céus e terra para concedê-la. Não tentem tirá-la dele e pegar para vocês. Vocês podem fazer isso e se safar, mas perderão o respeito e a lealdade de seus homens.
O manuscrito original (Hill, Napoleon);Independentemente do que esteja fazendo, todos os dias você encara a chance de prestar algum serviço fora do curso das tarefas regulares que será de valor para outros. Ao prestar esse serviço adicional por conta própria, é claro que você entende que não está agindo com o objetivo de receber pagamento em dinheiro. Você presta o serviço porque lhe proporciona um meio de exercitar, desenvolver e fortalecer o espírito agressivo de iniciativa que deve possuir antes de poder se tornar uma figura proeminente nas atividades da área profissional escolhida.
O manuscrito original (Hill, Napoleon);As pessoas que moram em imóveis alugados nos Estados Unidos estão sentindo o fardo, neste exato momento, da falta de cooperação entre empreiteiros e operários. O relacionamento entre as construtoras e seus empregados ficou tão incerto que os empreiteiros não constroem um prédio sem adicionar ao custo uma soma arbitrária suficiente para protegê-los em caso de problemas trabalhistas. Esse custo adicional aumenta os aluguéis e coloca encargos desnecessários sobre as costas de milhões de pessoas. Nesse exemplo, a falta de cooperação entre alguns homens coloca fardos pesados e quase insuportáveis sobre milhões de pessoas.
O manuscrito original (Hill, Napoleon);"“Eu não uso 31 ternos”, ele disse, “inteiramente pela impressão que isso causa nas pessoas; uso principalmente pela impressão que causa em mim”."
O manuscrito original (Hill, Napoleon);nenhum homem pode controlar os outros a menos que primeiro se controle.
O manuscrito original (Hill, Napoleon);É verdade que pode ter havido certa capacidade por trás das roupas, mas muitos milhões de homens têm capacidade e mais nada, e nunca se ouve falar deles fora da comunidade limitada em que vivem. Esta é uma verdade deveras triste!
O manuscrito original (Hill, Napoleon);Com excessiva frequência existe nas pequenas comunidades um espírito de egoísmo que leva cada indivíduo a pensar que suas ideias devem prevalecer.
O manuscrito original (Hill, Napoleon);“Iniciativa é a chave que abre a porta da oportunidade”.
O manuscrito original (Hill, Napoleon);Alexandre com os empregados dele
O manuscrito original (Hill, Napoleon);Misture entusiasmo ao seu trabalho e ele não parecerá difícil ou monótono. O entusiasmo irá energizar seu corpo de tal forma que você poderá dormir a metade do tempo que está acostumado e ao mesmo tempo executará o dobro ou o triplo do trabalho que geralmente executa em um determinado período, sem cansaço.
O manuscrito original (Hill, Napoleon);Foi dito que na guerra todas as batalhas são vencidas ou perdidas não na linha de fogo, depois que começam, mas por trás das linhas, pela estratégia sólida usada pelos generais que as planejam — ou pela falta desta. O que é válido na guerra é igualmente válido nos negócios e na maioria dos outros problemas que confrontamos ao longo da vida. Ganhamos ou perdemos de acordo com a natureza dos planos que elaboramos e executamos, fato que serve para enfatizar o valor das leis da iniciativa e liderança, imaginação, autoconfiança e objetivo
O manuscrito original (Hill, Napoleon);Você pode ver, agora, a vantagem de se ocupar em falar em iniciativa, pensar em iniciativa, comer iniciativa, dormir iniciativa e praticar iniciativa. Fazendo isso você se tornará um indivíduo de iniciativa e liderança, pois é bem sabido que as pessoas seguem de bom grado, pronta e voluntariamente, quem mostra por suas ações que tem iniciativa.
O manuscrito original (Hill, Napoleon);Comprar roupas que me facam sentir bem
O manuscrito original (Hill, Napoleon);ordem nenhuma. A situação está ali. Confrontem-na. É melhor fazer algo e fazer a coisa errada do que hesitar, ficar dando voltas atrás da coisa certa e acabar não fazendo nada.
O manuscrito original (Hill, Napoleon);A maior incoerência da vida é o fato de que a maior parte do que acreditamos não é verdade.
O manuscrito original (Hill, Napoleon);Acredite em si, mas não diga ao mundo o que você pode fazer — mostre!
O manuscrito original (Hill, Napoleon);"Quando tudo o mais falha, eles dão jeito de deixar a testemunha zangada; nesse estado mental, fazem com que ela perca o autocontrole e faça declarações que não faria se mantivesse a cabeça “fria”."
O manuscrito original (Hill, Napoleon);Importante no mundo moderno: Fazer sua Propaganda
O manuscrito original (Hill, Napoleon);Uma das peculiaridades da liderança é nunca ser encontrada em quem não adquiriu o hábito de tomar a iniciativa.
O manuscrito original (Hill, Napoleon);você deve dominar o hábito da procrastinação e eliminá-lo de sua constituição. O hábito de deixar para amanhã o que você deveria ter feito na semana passada ou no ano passado, ou muitos anos atrás consome a vitalidade do seu ser, e você não vai conquistar nada até livrar-se dele.
O manuscrito original (Hill, Napoleon);Com excessiva frequência existe nas pequenas comunidades um espírito de egoísmo que leva
O manuscrito original (Hill, Napoleon);Foi dito que na guerra todas as batalhas são vencidas ou perdidas não na linha de fogo, depois que começam, mas por trás das linhas, pela estratégia sólida usada pelos generais que as planejam — ou pela falta desta. O que é válido na guerra é igualmente válido nos negócios e na maioria dos outros problemas que confrontamos ao longo da vida. Ganhamos ou perdemos de acordo com a natureza dos planos que elaboramos e executamos, fato que serve para enfatizar o valor das leis da iniciativa e liderança, imaginação, autoconfiança e objetivo principal definido. Com o uso inteligente dessas quatro leis, pode-se construir planos para qualquer objetivo, que não podem ser derrotados por alguma pessoa ou grupo de pessoas que não empreguem ou entendam essas leis. Não há escapatória da grande verdade aqui afirmada! Esforço organizado é o esforço direcionado conforme um plano concebido com a ajuda da imaginação, guiado pelo objetivo principal definido e impulsionado pela iniciativa e autoconfiança. Essas quatro leis combinam-se numa só e se tornam um poder nas mãos de um líder. Sem seu auxílio efetivo a liderança é impossível.
O manuscrito original (Hill, Napoleon);A falta de cooperação destrói mais empresas do que todas as outras causas juntas.
O manuscrito original (Hill, Napoleon);Você pode ver, agora, a vantagem de se ocupar em falar em iniciativa, pensar em iniciativa, comer iniciativa, dormir iniciativa e praticar iniciativa. Fazendo isso você se tornará um indivíduo de iniciativa e liderança, pois é bem sabido que as pessoas seguem de bom grado, pronta e voluntariamente, quem
O manuscrito original (Hill, Napoleon);Para um oficial, ser arrogante e insultuoso no tratamento de seus subordinados é um ato de covardia. Ele amarra o homem a uma árvore com as cordas da disciplina e então bate-lhe no rosto sabendo muito bem que o homem não pode contra-atacar.
O manuscrito original (Hill, Napoleon);Se seu objetivo de vida é vago, suas conquistas também serão vagas
O manuscrito original (Hill, Napoleon);Existe alguma coisa que você pode fazer melhor que qualquer um no mundo. Procure até descobrir qual é este campo específico, insira-o no objetivo principal definido e então organize todas as suas forças e ataque com a crença de que irá vencer.
O manuscrito original (Hill, Napoleon);A vida é muito curta e existe muito trabalho construtivo a ser feito para ficar “dando o troco” a todos que dizem coisas que não desejamos ouvir.
O manuscrito original (Hill, Napoleon);Provavelmente o pior habito que possuo
O manuscrito original (Hill, Napoleon);Um comandante de companhia que, para uma determinada infração, tem uma punição padrão que aplica a todos é por demais indolente ou por demais estúpido para estudar a personalidade dos seus homens.
O manuscrito original (Hill, Napoleon);Homens que controlam a si mesmos geralmente são chefes, não importa qual seja o trabalho!
O manuscrito original (Hill, Napoleon);Em todos os campos da atividade humana, aquele que ocupa o primeiro lugar vive perpetuamente à luz da publicidade.
O manuscrito original (Hill, Napoleon);Foi dito que na guerra todas as batalhas são vencidas ou perdidas não na linha de fogo, depois que começam, mas por trás das linhas, pela estratégia sólida usada pelos generais que as planejam — ou pela falta desta. O que é válido na guerra é igualmente válido nos negócios e na maioria dos outros problemas que confrontamos ao longo da vida.
O manuscrito original (Hill, Napoleon);Foi dito que na guerra todas as batalhas são vencidas ou perdidas não na linha de fogo, depois que começam, mas por trás das linhas, pela estratégia sólida usada pelos generais que as planejam — ou pela falta desta. O que é válido na guerra é igualmente válido nos negócios e na maioria dos outros problemas que confrontamos ao longo da vida. Ganhamos ou perdemos de acordo com a natureza dos planos que elaboramos e executamos, fato que serve para enfatizar o valor das leis da iniciativa e liderança, imaginação, autoconfiança e objetivo principal definido. Com
O manuscrito original (Hill, Napoleon);Foi dito que na guerra todas as batalhas são vencidas ou perdidas não na linha de fogo, depois que começam, mas por trás das linhas, pela estratégia sólida usada pelos generais que as planejam — ou pela falta desta. O que é válido na guerra é igualmente válido nos negócios e na maioria dos outros problemas que confrontamos ao longo da vida. Ganhamos ou perdemos de acordo com a natureza dos planos que elaboramos e executamos, fato que serve para enfatizar o valor das leis da iniciativa e liderança, imaginação, autoconfiança e objetivo principal definido.
Do mil ao milhão (Nigro, Thiago);todo investimento deve ser observado em três pontas: a do risco, a da liquidez e a do rendimento.
Do mil ao milhão (Nigro, Thiago);O swing trade indica que a compra da ação foi realizada em data diferente de sua venda.
Do mil ao milhão (Nigro, Thiago);temos de deixar para trás a concepção errada de que deveríamos esperar ser premiados apenas pelo nosso esforço. Você receberá dinheiro de modo proporcional aos resultados que apresenta.
Do mil ao milhão (Nigro, Thiago);Basicamente, o mercado acionário é uma alternativa que uma empresa tem para se financiar e expandir os seus negócios.
Do mil ao milhão (Nigro, Thiago);A LCI é um dos instrumentos de renda fixa mais procurados pelo investidor pessoa física nos últimos anos, porque, ao contrário do CDB, conta com isenção de IR para esse público.
Do mil ao milhão (Nigro, Thiago);Quanto maior o CDI, melhor para as aplicações de renda fixa pós-fixadas.
Do mil ao milhão (Nigro, Thiago);Ao mesmo tempo em que pontua as falhas alheias, ela acredita piamente que seus talentos nunca são reconhecidos, já que, se estivesse na posição de seus chefes, as situações-problema não existiriam.
Do mil ao milhão (Nigro, Thiago);mercado fracionário, que oferece menor liquidez do que a negociação por lote padrão.
Do mil ao milhão (Nigro, Thiago);temos de deixar para trás a concepção errada de que deveríamos esperar ser premiados apenas pelo nosso esforço.
Do mil ao milhão (Nigro, Thiago);Ao mesmo tempo em que pontua as falhas alheias, ela acredita piamente que seus talentos nunca são reconhecidos, já que, se estivesse na posição de seus chefes, as situações-problema não existiriam. De maneira iludida, o caçador de problemas sempre se acha muito superior e inteligente por encontrá-los,
Do mil ao milhão (Nigro, Thiago);Quando o investidor estuda uma empresa, reconhece seu potencial de crescimento e, por consequência, entende que sua ação também se valorizará ao longo do tempo, mesmo que esteja “cara” ou “barata” hoje.
Do mil ao milhão (Nigro, Thiago);O método parte de uma abordagem em que se avalia primeiro o quadro de valoração, ou seja, se o mercado está caro ou barato pelos fundamentos das empresas. Em seguida, olha-se para o cenário macroeconômico, passando por indicadores que mensuram o pulso da atividade econômica e os de sentimento empresarial, que indicam se o humor para investimentos está se deteriorando ou ficando mais positivo ao longo do tempo.
Do mil ao milhão (Nigro, Thiago);Mais do que suportar a volatilidade, a antifragilidade pressupõe lidar com a volatilidade e se tornar mais forte com ela. Temos que reduzir o risco não sistêmico não somente para “aguentar o tranco”, mas para nos aproveitarmos dele também.
Do mil ao milhão (Nigro, Thiago);Encontrar uma fórmula eficiente, que ajude na economia no cotidiano, exige muito mais autocontrole do que técnica.
Do mil ao milhão (Nigro, Thiago);Isso porque, nas turbulências, em geral encontramos um cenário em que várias empresas estão sendo negociadas por um preço abaixo do seu valor patrimonial.
Do mil ao milhão (Nigro, Thiago);Ao mesmo tempo em que pontua as falhas alheias, ela acredita piamente que seus talentos nunca são reconhecidos, já que, se estivesse na posição de seus chefes, as situações-problema não existiriam. De maneira iludida, o caçador de problemas sempre se acha muito superior e inteligente por encontrá-los, mas nunca coloca a mão na massa para resolvê-los.
Do mil ao milhão (Nigro, Thiago);Assim como a maior parte dos imprevistos não são, de fato, imprevisíveis, as oportunidades também aparecem aos montes
Do mil ao milhão (Nigro, Thiago);Apesar de a teoria parecer tranquila, o ser humano, em grupo, possui a tendência de fazer as coisas da mesma forma que os demais.
Do mil ao milhão (Nigro, Thiago);quando o assunto começa a aparecer em tudo que é portal de notícia e televisão, é bom tomar cuidado
Do mil ao milhão (Nigro, Thiago);Ao mesmo tempo em que pontua as falhas alheias, ela acredita piamente que seus talentos nunca são reconhecidos, já que, se estivesse na posição de seus chefes, as situações-problema não existiriam. De maneira iludida, o caçador de problemas sempre se acha muito superior e inteligente por encontrá-los,
Do mil ao milhão (Nigro, Thiago);Trabalhos que não são feitos de pura repetição quase sempre podem ser pagos via desempenho, não hora trabalhada.
Do mil ao milhão (Nigro, Thiago);“uma operação de investimento é aquela que, após análise profunda, promete segurança do capital investido e um retorno adequado. As operações que não atendem a essas condições são especulativas”.
Do mil ao milhão (Nigro, Thiago);Um erro muito comum de muitos investidores é considerar apenas o histórico de rendimentos do fundo imobiliário, e não do gestor.
Do mil ao milhão (Nigro, Thiago);ideal é que você resgate as aplicações de renda fixa sempre depois de dois anos, para uma melhor otimização do IR.
Do mil ao milhão (Nigro, Thiago);Mas não somos nós quem determinamos quem será o maior merecedor das coisas. Quem faz isso é o mercado, e ele só olha para resultados, não para o caminho trilhado.
Do mil ao milhão (Nigro, Thiago);você não precisa ser chefe para ter autoridade. Saber construí-la por meio de suas habilidades técnicas, maiores talentos e branding pessoal é possível
Do mil ao milhão (Nigro, Thiago);“Uma operação de investimento é aquela que, após análise minuciosa, promete segurança do capital e uma remuneração apropriada. As operações que não cumprem esses requisitos são especulativas”.
 manuscrito original (Hill, Napoleon);Se sucesso depende de poder, se poder é esforço organizado, e se o primeiro passo na direção da organização é um objetivo definido, então dá para ver facilmente por que um objetivo é essencial.
How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer (Newey, Adrian);this arrogant assumption that the way we do things is best, despite all evidence to the contrary.
How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer (Newey, Adrian);He had a boyish enthusiasm. A desire to learn. It was definitely one of the qualities that made him so great.
How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer (Newey, Adrian);"I also introduced a culture that meetings should only be deemed a success if a clear set of ideas and actions came from them; they should not be used simply to read out reports that should have already been read prior to the meeting."
How to Build a Car: The Autobiography of the World’s Greatest Formula 1 Designer (Newey, Adrian);a salary is a way of measuring how much you are valued,
